职位名称,薪资,公司,行业,公司规模,融资阶段,城市,经验要求,学历要求,工作性质,职位描述,薪资下限,薪资上限,薪资中值,主行业,岗位类别
数据分析/舆情分析专员（互...,3k-5k,珍岛集团,"移动互联网,广告营销",500-2000人,A轮,上海,经验不限,大专及以上,全职,"职位描述
        职位描述：


 负责客户舆情账户的信息收集整理工作；

2.信息收集,客户舆情系统账户的信息导出；
3.信息正负面研判：负责客户舆情系统帐号采集信息正负面的筛选；
4.了解公司舆情系统的工作机制，熟悉并可熟练掌握并执行；
5.挖掘和分析网友在不同推广平台的习惯、情感及体验感受，与网友互动；
6.通过有效运营手段使各种营销方式达到KPI要求，及网络营销效果；
7.强有力的执行力，每天保证质量并完成每日规定工作量；
8.每天整理操作报表并提交给舆情分析师；
9.随时协助和执行项目主管或舆情分析师分配的工作；
10.每日按时提交日报、周报，说明工作状况，反馈工作中存在问题 ；

岗位要求：

1.优秀应届毕业生;
2.了解网络口碑营销及社会化媒体营销的执行方式；
3.了解广告法规；
4.对新闻事件、热点具有敏感度；
5.富有责任心和进取心、具有团队精神。具备良好的学习能力，抗压能力强。",3,5,4.0,移动互联网,数据分析
资深数据分析开发工程师,15k-25k,万兴科技,"移动互联网,硬件",150-500人,B轮,深圳,经验3-5年,本科及以上,全职,"职位描述
        岗位职责：
1.       负责大数据分析平台的搭建开发与调优；
2.       负责基于海量数据的日志分析计算、大数据产品设计与开发；
3.       根据产品需求和系统规划，负责核心产品推荐场景算法的研发和优化；
 
任职要求：
1.   有海量数据处理、BI、数据挖掘等相关工作三年以上经验者，计算机或相关专业本科以上学历；
2.   具备良好的数学、统计学基础；
3.   精通Java、Python、go至少一门语言，编程基础扎实；
4.   熟悉主流的开源分布式数据采集、计算和存储相关技术，例如Flume、Kafka、MongoDB、Hadoop、MapReduce、Hbase、Spark、Storm等，并有运维和调优经验者优先；
5.   参与过完整的数据采集、数据清洗整理、分析和建模，支撑海量数据的计算和分析服务工作者优先；
6.   严谨的逻辑思维，强烈的技术热情, 具备优秀的团队协作精神，良好的沟通表达能力,喜欢有挑战性的工作。",15,25,20.0,移动互联网,数据工程
自然语言方向 – 数据分析/...,20k-40k,房多多,"移动互联网,O2O",2000人以上,C轮,上海,经验3-5年,本科及以上,全职,"职位描述
        1､基于分词､文本分类､语义分析,特征抽取等做人机对话系统的相关算法设计和优化｡
2､研究非结构化大数据､搜索引擎领域的前沿技术;
3､根据具体的产品要求,应用相关NLP技术到具体的产品中去
 
职位要求:
1､深刻理解并熟练掌握机器学习､NLP､最优化理论､统计学､数据挖掘的算法和技术; 2､扎实的编码能力与算法基础,,至少掌握 Linux C/C++､Java､Perl､Python､Linux Shell 中的一种; 3､计算机,应用数学,统计,电子工程及相关专业,硕士及以上学历,并且相关工作经验一年以上; 4､有自然语言处理､数据挖掘､机器学习､最优化理论的项目经验者优先; 5､有对话系统管理或知识库管理相关经验者优先｡",20,40,30.0,移动互联网,数据分析
产品经理（偏数据分析）,10k-20k,途牛旅游网,"电子商务,旅游",2000人以上,上市公司,上海,经验3-5年,本科及以上,全职,"职位描述
        工作职责：
1.  管理和分析产品及业务的数据需求，作为运营和产品部门之间的沟通桥梁；
2. 有产品设计及产品流程设计能力
3. 了解业务需求，设计各个模块数据输出和分析；
4. 对业务能全面把控，深入了解业务细节；；
5、保证相关产品数据质量的管控，确保统计结果的可信性。

任职要求：
1、 具有2年以上互联网产品工作经验，有移动端经验更佳，具备较强数据分析能力。
2、 本科或以上学历，计算机、统计、数学等相关专业优先；
3、 有知名互联网企业工作经验者优先；
4、 有较强的沟通能力和协调能力。",10,20,15.0,电子商务,数据产品
数据分析经理,12k-20k,联金所,金融,500-2000人,B轮,深圳,经验3-5年,本科及以上,全职,"职位描述
        岗位职责： 
1. 负责数据分析部管理工作，带领团队为公司运营决策、产品策略等提供数据支持； 
2. 主导公司风控管理模型开发(贷前、贷后、反欺诈)、优化、监控； 
3. 参与风控系统建设，参与产品的开发，在产品流程和定价中开发风险控制策略； 
4. 建立风险追踪报告体系，每日从大量数据中抽取风险特征、动态，及时调整风险策略 
5. 搜集分析行业动态与趋势，关注先进的数据分析手段及风险控制方法，组织制定和实施风险数据分析的技术提升方案； 
       
岗位要求： 
1. 金融、数学、统计、计算机等相关专业本科及以上学历；  
2. 3年以上数据分析等相关工作经验，有团队管理经验； 
3. 熟悉MIS报表体系，至少有过一个完整评分模型建设经验，熟悉常用数据挖掘算法（如聚类，逻辑回归，决策树等）；至少掌握一种数据库（Oracle，Mysql等），掌握一种及以上数据挖掘工具（R\Python\SAS等）； 
4. 思维敏捷，良好的逻辑分析能力、沟通及组织能力，具备高度的责任心及较强的执行力，能在一定压力下工作。 
 ",12,20,16.0,金融,数据分析
数据分析（产品）,8k-12k,映客直播,"移动互联网,文化娱乐",500-2000人,B轮,北京,经验1-3年,本科及以上,全职,"职位描述
         
岗位职责：
1、深入理解产品和用户，对产品、运营有良好的理解能力，对数据产品有一定的理解
2、能通过数据发现产品、运营中的一些问题并能给出好的建议
3、能快速响应产品、运营、市场等部门的数据统计需求，并在理解业务的基础上给出更好的数据支持
4、能高效保质的完成产品经理的数据统计和数据分析任务
5、建立良好的数据监测和汇报机制，对产品、运营等相关核心数据进行例行监控，能及时发现数据变化趋势并能深入分析原因
6、定期完成周报、月报等日常数据报告工作。

任职要求：
1、本科及以上学历
2、工作年限1-3年，一年以上互联网数据统计或数据分析经验
3、对数据敏感，能从数据中发现问题、解决问题
4、有清晰缜密的逻辑思维能力、独立的分析调研能力
5、做事主动，执行能力强，沟通能力好
6、熟练掌握SQL语音、excel、ppt
7、有移动端产品数据分析或者数据后台系统相关经验的优先",8,12,10.0,移动互联网,数据分析
数据分析(002560),8k-15k,美菜网,"电子商务,O2O",2000人以上,C轮,北京,经验3-5年,本科及以上,全职,"职位描述
        岗位职责:1、参与公司项目数据分析的设计、统计、测算、建模、数据处理及数据分析和深度挖掘工作； 2、负责建立、管理和完善公司的各项业务统计分析模型，为公司运营决策、产品方向、销售策略提供数据支持； 3、从数据分析和数据挖掘的角度为公司业务发展提供建议； 4、负责公司业务决策系统、催收、监控需求整理； 5、建立和完善公司业务数据分析流程和体系； 6、为本部门及其他部门提供数据统计与分析的相关培训要求。
任职资格:1、数学、统计学、风险管理、经济、金融学等相关专业本科及以上学历； 2年以上统计、建模和数据库工作经验； 3、熟练运用数据统计分析等相关软件，具有较强的数据挖掘和数据分析能力 4、具有金融相关行业的数据分析和挖掘经验者优先； 5、具有敬业精神，能自我驱动高效地完成工作，具有团队精神。",8,15,11.5,电子商务,数据分析
项目助理（数据分析）,3k-5k,欣和企业,生活服务,2000人以上,不需要融资,烟台,经验1年以下,本科及以上,全职,"职位描述
        岗位职责：
1、参与公司相关会议，进行会议记录，整理会议资料及相关数据；
2、进行公司数据挖掘相关工作，负责基础信息搜集、整理，定性分析或定量分析，形成专业研究报告；
3、配合完成公司专项研究项目。
任职要求：
1、本科及以上学历，数学、统计、财务、会计、金融等相关专业，16年应届毕业生或15年毕业生；
2、因岗位工作需要，此岗位会经常加班；此岗位为5.5天工作制。",3,5,4.0,生活服务,数据分析
数据分析主管,10k-15k,北京捷越联合,金融,2000人以上,不需要融资,北京,经验1-3年,本科及以上,全职,"职位描述
        岗位职责:1、负责收集公司内部数据并分析整理，制作数据分析报告；2、协助业务部门对公司数据进行有效监督管控，制定数据标准，完善分析方法，优化工作流程；3、擅长数据处理及分析，熟练操作相关软件、工具的应用，理解业务方向和战略，辅助建立量化模型工具，为不同产品、策略提供服务；4、结合公司业务运作流程，通过数据挖掘和分析，为公司管理层提供决策支持；5、各种临时性数据的整理和分析。
任职资格:1、熟练使用EXCEL函数数据透视等功能，善于用合理的方式进行数据可视化；2、掌握一种数据分析工具（SPSS/SAS/R/Matlab），熟悉SQL，熟悉各种数据挖掘的常用算法；3、较强的数据敏感性，开阔的思维和视野，擅于通过数据分析发现业务规律；4、本科以上学历，统计学、数学、计算机等相关专业优先；5、有互联网金融、电子商务、互联网信息行业工作经验优先；6、2年以上数据分析、数据挖掘相关工作经验优先。",10,15,12.5,金融,数据分析
商业数据分析,20k-40k,麻小外卖,"O2O,电子商务",150-500人,不需要融资,北京,经验3-5年,本科及以上,全职,"职位描述
        岗位职责
负责餐饮以及外卖业务的数据分析，包含但不限于  
   常规分析：基于对业务策略的深刻理解，建立基本分析框架，并制定各业务线的经营分析报告，如月报；
专题分析：在常规分析基础上，针对各业务出现的异常情况，进行专项课题研究分析，找出原因，并给到业务部门可行性改进建议。
临时数据需求支撑：业务部门临时性数据及分析需求

岗位要求
重点院校本科及以上数学、统计、金融、经济学、信息管理等专业； 
两年以上互联网、零售或咨询行业分析相关工作经验；
熟练掌握EXCEL、R等数据处理工具，熟悉SQL语言；
逻辑清晰，善于独立思考，学习能力强，能举一反三；
认真负责，沟通能力良好，乐于团队合作",20,40,30.0,O2O,数据分析
数据分析经理,7k-12k,上海挖宝金融信息有限公司,广告营销,50-150人,未融资,上海,经验5-10年,本科及以上,全职,"职位描述
        工作职责：
1、建立和完善数据分析体系；
2、负责运营数据分析，日/周/月运营数据收集整理、分享；
3、独立完成相关数据分析报告及个性化需求数据分析；完善数据报表体系、及时监控运营状况，并提供专业分析报告；
4、搜集分析行业动态与趋势，关注先进的数据分析手段及风险控制方法，组织制定和实施风险数据分析的技术提升方案；
5、根据数据分析结果为公司战略发展提供策略建议；
6、领导安排的其他工作

任职资格：
1、大学本科及以上学历，统计学、数学、电子商务、计算机、市场营销或商业管理等相关专业毕业优先；
2、5年以上数据分析相关工作经验，有网络或网络金融平台数据分析经验者优先考虑；
3、丰富的数据建模实践经验、熟练掌握Excel/Access/SPSS/SQL等常见数据分析工具；
4、极强的数据分析和逻辑能力，有优秀的统计学知识背景；
5、具有很强的沟通协调能力、归纳总结能力，有较好的学习能力与承受压力的能力。",7,12,9.5,广告营销,数据分析
数据分析（市场方向）,6k-10k,人人行(借贷宝),"移动互联网,金融",2000人以上,B轮,北京,经验1-3年,大专及以上,全职,"职位描述
        岗位描述：
1、负责市场活动数据的提取、处理及分析工作，为公司业务部门等提供数据支持；
2、根据数据质量进行分析，为运营提供数据支持；
3、负责营销活动进行数据监控，保障核心机密信息不外泄；
4、协助其他相关部门完成必要的数据信息统计；
任职资格
1、专科及以上学历，统计学、经济学、市场营销，财务管理等经济相关专业；
2、具有1年以上中端运营管理经验优先，熟练掌握各种统计方法，能很好运用excel等办公软件；",6,10,8.0,移动互联网,数据分析
数据分析经理,18k-25k,,,,,北京,经验5-10年,本科及以上,全职,"职位描述
        工作职责：
1、负责客服整体运营数据分析，指标测算与制定，考核及优化提升，撰写分析报告；
2、负责监控一线客服行为数据，分析数据得出异常原因，与相关部门上级沟通，拟定解决办法，优化工作流程，提升服务效率和质量；
3、负责收集、整理客户需求信息并对信息进行分析，提出改善产品或服务的具体建议和措施，并及时反馈给相关部门完成产品迭代，以及服务升级；
4、针对业务数据规律，建立数据分析模型，对客服系统提出相关修改意见；
5、按照PDCA流程，通过分析确定服务改善项目，并推动改善实施。 

任职资格：
1、   专科以上学历，统计学、经济学、数学等相关专业优先；
2、   具备良好的专业背景、逻辑能力好，有较强的创新思维、执行力和沟通能力；
3、   具备战略思维能力和策略思维，有全局观念，善于做整体规划，思路清晰；
4、   能熟练使用SPSS、ACCESS或SAS等统",18,25,21.5,未知,数据分析
数据分析/运营高级经理,10k-20k,途牛旅游网,"电子商务,旅游",2000人以上,上市公司,上海,经验3-5年,本科及以上,全职,"职位描述
        岗位职责： 1. 负责业务数据统计分析挖掘、统计分析，并提交有效的分析报告，为公司经营决策工作提供数据支撑； 2. 参与公司预算、绩效和业绩目标的制定和管理工作； 3. 负责完善重要数据监控流程，周期性跟踪运营数据并提供专业分析报告； 4. 负责建立数据异常预警机制，针对异常数据进行深入分析，分析产生差异的可能因素，及时提报异常数据至相关责任人； 5. 负责所辖团队的管理，包括团队建设、培训、绩效考核等。 岗位要求： 1. 本科及以上学历，数据、统计学、经济学、计算机等专业背景优先； 2. 五年以上数据分析、经营管理工作经验，有金融、零售类公司经历优选； 3. 精通Office等办公软件，熟练使用EXCEL/PPT进行报表制作及信息展示； 4. 对数据具有高度的敏感度和警觉性，能够洞察数据异常的原因，并提出改进意见； 5. 较强的逻辑分析能力和文字表达能力，具备数据分析报告讲解能力； 6. 具有良好的管理能力，有较强的责任心、抗压能力、富有团队合作精神。",10,20,15.0,电子商务,数据分析
数据分析大师,15k-22k,优办网,"移动互联网,O2O",500-2000人,B轮,北京,经验3-5年,本科及以上,全职,"职位描述
        【岗位职责】
1、负责业务数据的收集、整理、汇总，保证相关各项数据的及时、准确、完整和规范；
2、对公司产品的各项运营、产品数据分析，进行数据监测、分析、统计、并形成指标体系； 
3、深入业务，理解业务运作逻辑，利用数据分析手段，发现业务瓶颈并提出行动建议；
4、针对公司业务的数据进行深入分析，为公司决策、产品运营提供数据分析支持；定期提供活动或用户等专项分析报告。

【任职要求】
1、本科及以上学历，计算机专业、统计、应用数学、信息管理与信息系统等相关专业优先考虑；
2、1年以上相关工作经验，有较强数据处理、分析能力，熟练使用Excel、SQL，熟悉一种数据分析工具（如R语言、SPSS、SAS等）；
3、对数据敏感，较强的逻辑分析能力和文字表达能力；
4、具备很强的责任心和使命感，深信以数据来分析和优化业务，提供决策支持具有重要价值，对数据敏感，工作严谨无疏漏。",15,22,18.5,移动互联网,数据分析
数据分析&销售运营,4k-7k,五八郑州分公司,"移动互联网,O2O",2000人以上,上市公司,长沙,经验1-3年,本科及以上,全职,"职位描述
        岗位职责：1、负责本城市业务的数据分析，监控业务指标的运行情况，以日/周/月为单位定期提供运营分析数据图表，提供预测预警和针对性策略建议；2、负责本城市业务的数据管理，进行业务涉及的客户、产品、市场、效能等维度的分析并提供合理对策，跟踪所实施的市场活动，整理形成定期效果分析报告；3、建立完善本城市与产品、市场、培训等部门与业务团队的沟通反馈机制，了解业务相关的各类信息动态，定期收集整理并提供决策指引；4、参与公司CRM、BI、分析工具等平台和工具的建立和完善，将业务所需要的功能和规则推动到系统中得以实现；5、定期监控收集竞争对手产品、市场、销售等情报，并进行调研分析，针对性给出策略建议；
6、协助城市负责人进行团队管理工作，如监督团队、组织会议、制定销售政策等。 任职资格：1、本科及以上学历，统计学、数学专业优先；
2、2年以上相关工作经验；3、对数字和业务敏感，EXCEL公式嵌套要求熟练，了解数据模型和经营分析的通用方法论；4、结构化逻辑思维能力，缜密的分析总结能力；5、沟通表达力较强，积极主动乐观，抗压能力较强；
6、具有互联网产品直销团队相关的分析经验优先。薪资福利：1、具有竞争力的薪资，并配备个人办公笔记本电脑；2、体系化培训（新人培训+成长计划培训+外部培训+拓展培训+管理领导培训）全方位助你成长；3、内部良好的晋升通道，专业和管理双向晋升通道；4、社保、公积金、各类带薪休假（法定假日、年假等），健全的社保体系，同时每年提供一次健康体检，另有58同城特有的“爱心基金”为员工解决家庭后顾之忧；5、除国家法定节假日外，每年免费旅游，以及各种员工活动（聚餐、郊游、运动会、员工生日会等）；6、公司内部可订餐，且附近各类经济类小吃，白领薪水，工薪消费，为您解决生活费高昂问题； ",4,7,5.5,移动互联网,数据分析
数据分析,8k-12k,趣护网/小趣好护士,"O2O,医疗健康",50-150人,未融资,北京,经验1-3年,本科及以上,全职,"职位描述
        岗位职责：
1、运营指标的监控与数据分析（EXCEL） 2、撰写运营分析报告（PPT） 3、协助制定部门运营计划、关键行动方案、预算方案 4、对重大运营决策出具专业意见及建议
5、参与建立考核体系，制定考核方案和考核细则 6、完成部门/组内安排的其他工作，执行部门/组内统一的工作计划安排及上级领导交待的其他事宜；
任职要求：
1、金融类、数学统计类专业、大学本科（含）以上学历 2、有2年以上数据分析经验 3、可熟练运用EXCEL、PPT进行数据分析及工作汇报 4、会成熟的数据挖掘工具、数据挖掘算法，例如：SPSS/CELEMENTINE、SAS/EM等，或者会熟练操作开源软件如R、WEKA； 5、有客户数据模型建立和运营经验、数据化运营经验、数据类产品类规划经验，尤其是有互联网/移动互联网/支付行业相关的优先； 6、具有较强的适应性、责任心、主动性；具有一定的领悟能力和再学习能力；具备一定的沟通协调能力与分析能力；能承受一定的工作压力",8,12,10.0,O2O,数据分析
仓储数据分析(002310),3k-4k,美菜网,"电子商务,O2O",2000人以上,C轮,南京,经验不限,大专及以上,全职,"职位描述
        岗位职责:1、对公司相关运营数据进行提取、多维度分析和整理，并根据数据分析结果提出业务策略建议；2、理解行业及产品运营方向，在不同产品周期定义数据监控模型并跟踪实施；3、负责日常规定期数据报告的整理和评估，向各相关部门推送报告，并沟通问题点和解决方案；4、致力于公司数据管理的持续优化；5、负责公司活动如冲刺，大促期间的数据定期播报工作
任职资格:1、大专及以上学习，数学，统计学或电子商务相关专业；2、极强的学习能力，较强的逻辑思维和抽象总结能力；较强的数据敏感度；3、有较强的商业意识，能规划和梳理真正的数据需求；4、扎实的统计分析理论基础，能熟练操作至少一种数据分析工具,如SPSS，SAS等，有数据库基础的优先考虑；5、有良好的书面和口头表达能力，能够制作简明的分析报告并有效地传达；6、善于沟通，团队协作能力强；",3,4,3.5,电子商务,数据分析
数据分析实习生,2k-4k,易到用车,"移动互联网,O2O",500-2000人,C轮,北京,经验不限,本科及以上,实习,"职位描述
        岗位职责：1.负责易到用车用户和司机的行为分析，抽象数据分析需求，独立设计数据提取和分析算法，输出有价值的结论；2.协助业务数据库表建设和报表设计，建设业务数据监控体系；3.探索并建立用户行为和市场变化模型，输出预测观点和建议。
任职要求：1.本科及以上学历，数学、统计、计量经济学、计算机相关专业优先；2.熟练使用Hive 和 SQL ，能够快速 Hive 数据库和日志抽取数据并根据需要对数据进行前期处理；3.熟练使用至少一种数据分析工具(Python/R/SAS/SPSS)，能针对较大型和复杂的数据进行深入的数据挖掘；4.思维敏捷，逻辑严谨，口头和书面表达能力好，善于沟通。",2,4,3.0,移动互联网,数据分析
数据分析专员,6k-10k,慧釜融资租赁,金融,150-500人,不需要融资,上海,经验1-3年,本科及以上,全职,"职位描述
        岗位职责：
1、 对于金融机构内部和外部数据，进行数据分析、数据挖掘、建模开发等工作；
2、 对于信贷全生命周期中涉及的模型进行开发、维护、更新等工作；
3、 提供数据分析，以支持销售、审批、贷后管理、催收等方面的工作；
岗位要求：
1、 1年以上银行、相关金融机构或知名咨询公司数据分析工作；
2、 掌握各类统计分析方法和建模技术，能够熟练运用统计分析软件进行数据分析和建模开发；
3、 具备良好的学习能力，能够快速对行业信息和知识进行洞察和掌握；
4、 良好的沟通能力，能够与各个业务部门进行沟通；
公司福利：1、薪资福利：14薪，年度调薪， 10-18天带薪年假；
2、多元化的员工培训（技能培训、拓展培训等）；
3、 健全的员工关怀机制（年度旅游、补充医疗保险、年度体检、节假日福利等）；
4、 自主性的团队建设活动；
5、 公司拥有完整的晋升体系，激励员工成长。",6,10,8.0,金融,数据分析
数据分析工程师（遛米项目）,8k-12k,米么金服,"移动互联网,金融",150-500人,B轮,上海,经验1-3年,本科及以上,全职,"职位描述
        岗位职责：
1.基于互联网金融理财业务运营的需求，进行内部数据的处理、分析和挖掘。
2.基于业务发展需求，规划、管理、实施外部数据合作。
3.基于Tableau平台，对已有报表的维护和再开发。

岗位要求：
1.有1年及以上数据相关工作的经验，互联网金融行业的数据工作经验优先；
2.能熟练使用EXCEL，并有基本编程语言基础，包括但不限于SQL、SAS、R、PYTHON。
3.逻辑思维强，对数据感兴趣，对数据产品有好奇心。
4.性格开朗，乐于交流，综合协调管理能力强，乐于接受挑战。
5.全日制一类本科及以上学历，数学、统计、经济学、计算机等相关专业为佳。",8,12,10.0,移动互联网,数据工程
数据分析实习生（2个缺）,2k-3k,优酷土豆,"数据服务,文化娱乐",2000人以上,上市公司,上海,经验不限,硕士及以上,实习,"职位描述
        岗位职责：
1. 完成销售团队的临时数据分析需求
2. 参与分析报告的制作，初期负责数据整理，等熟悉数据架构和业务需求后，可在他人协助下完成分析报告
任职要求：
1、研究生或以上学历，商管、经济、统计、计算机、信息类相关专业优先，国内外知名大学优先考虑
2、熟悉SQL或R语言，面试有程序编写测验；熟悉Excel、SQL、PowerPoint
3、高度学习能力及适应力，能快速因应工作内容变化
4、优秀的逻辑思维和分析能力
5、乐于团队合作、具有良好沟通能力

岗位职责： 1、协助制作内部数据报表，并对数据起伏变动做出解释 2、帮忙处理来自公司内部的临时数据分析需求 任职要求 1、相关专业（统计/数学/计算机/市场研究）的在读研究生； 2、能相对熟练操作EXCEL、PPT，会SQL查询的优先 

要求每周至少实习3天，实习半年以上，不符合要求的请不要投递，谢谢！
投递的同学请在简历上说明实习时间的安排。",2,3,2.5,数据服务,数据分析
（高级）数据分析/经营分析,10k-20k,58到家,"O2O,生活服务",2000人以上,A轮,北京,经验不限,本科及以上,全职,"职位描述
        工作职责：
分析的价值绝对不只是处理数据和写报告，而是在于支持决策及执行落地。
主要的工作要求：
基于对业务的深刻理解，建立分析框架和推动数据建设，发现异常，找出原因，预测未来，给出策略建议；
在落地过程中，给予相应的数据和分析支持。
具体的工作任务：
1、撰写周度、月度各类数据分析报表、报告；
2、专项课题研究；
3、竞品监测；
4、行业发展趋势研究。
任职要求：
1、我们没有那么在意数据分析的工具和经验，因为我们认为与业务结合的分析思路和方法是第一位的，有咨询公司或互联网公司分析岗位经验优先；
2、当然如果有数据分析经验，了解和熟悉至少一种数据库软件（如：mysql、sql server等），熟练使用至少一种统计软件和统计工具（如SPSS、SAS、Google Analyticss），会让你更快地进入角色，事半功倍；
3、我们也不是闭门造车的书生，需要你有良好的沟通能力，和各个端，和市场一线，了解业务、产品情况，落实分析所需的数据，并且将分析的结论简明高效地传达给决策者；
4、这个行业前所未有，这个市场瞬息万变，这个团队有各种职能，需要你有极强的学习能力，快速地理解业务并不断学习。",10,20,15.0,O2O,数据分析
数据分析专员,5k-7k,上海自如友家,"O2O,移动互联网",2000人以上,不需要融资,上海,经验1-3年,本科及以上,全职,"职位描述
        【岗位职责】1.负责公司楼盘的增删管理与维护，对楼盘经营提出分析和建议2.负责公司价格管理，制定合理的价格管理规则和方法3.负责公司业务运营数据统计和分析4.负责对业务计划的支持、跟踪、分析与总结

【岗位要求】1.本科及以上学历，专业不限，1年以上工作经验2.熟练使用office办公软件3.有较强的逻辑分析能力4.性格开朗、有服务意识

【公司福利】：【完善的福利体系】五险一金、健康体检，固定饭补、房补、国内及出境游；【完整的培训体系】入职后的running team【新人培训】、专业化的【通关培训】以及【导师制】助力你的阶段发展，从小嫩芽到职场精英，技能不断get中…",5,7,6.0,O2O,数据分析
数据分析实习生（遛米项目）,1k-2k,米么金服,"移动互联网,金融",150-500人,B轮,上海,经验不限,本科及以上,实习,"职位描述
        岗位职责：
基于互联网金融理财业务运营的需求，进行内部数据的处理、分析和挖掘。


岗位要求：
1.经验不限，接受应届生
2.能熟练使用EXCEL，并有基本编程语言基础，包括但不限于SQL、SQL SERVER、SAS、R、PYTHON。
3.逻辑思维强，对数据感兴趣，对数据产品有好奇心。
4.性格开朗，乐于交流，综合协调管理能力强，乐于接受挑战。
5.全日制一类本科及以上学历，数学、统计、经济学、计算机等相关专业为佳。",1,2,1.5,移动互联网,数据分析
数据分析主管,8k-12k,金柚网,企业服务,500-2000人,B轮,北京,经验3-5年,本科及以上,全职,"职位描述
        岗位职责：
1、负责金柚网日常产品数据汇总，为业务方向提供数据分析支持；
2、从数据的角度对产品的运营进行分析，并提供产品优化决策依据与分析建议；
3、制作数据分析报表（周、季、年）；
4、定期进行竞品分析和行业分析。任职要求：
1、本科及以上学历，具有2年以上数据分析相关工作经验；
2、熟练使用office办公软件；
3、熟练使用常用数据分析软件；
4、具备良好的数据敏感度、逻辑分析能力和解决问题能力，善于发现问题、解决问题。
ps 希望你的性格活泼开朗积极，愿意在创业公司长期发展。",8,12,10.0,企业服务,数据分析
数据分析经理,12k-18k,Publicis Media 阳狮媒体,广告营销,150-500人,不需要融资,北京,经验3-5年,本科及以上,全职,"职位描述
        岗位职责：
1. 负责互联网产品用户数据的分析与挖掘，对平台、广告相关数据，进行收集、分析和挖掘，搭建相关数据模型；
2. 负责为广告主提供数据趋势分析，对客户的网站流量进行来源分析及用户行为分析，根据分析数据做出相应的广告投放及网站优化调整策略，为广告优化走向提供数据建议，提升客户ROI；
3. 了解微博/微信等社会化媒体，能对客户竞争对手的社会化媒体运营进行分析，生成分析报告；
4.  与客户需求进行有效对接，能及时确定客户需求，并进行有效实施。
 
任职要求：
1. 本科以上学历，统计学、应用数学、计算机、金融等相关专业；
2. 熟练掌握和运用DoubleClick DFA, Doubleclick Dart Search, Miaozhen, Admaster, Atlas DMT等或类似数据管理工具者优先；
3. 擅长网站分析、流量管理与分析，具有数据分析挖掘等相关的从业经验；
4. 有互联网或广告相关行业背景；
5. 具备较强的逻辑分析和数据处理能力，有较强的执行能力。",12,18,15.0,广告营销,数据分析
数据分析（跨境业务）,12k-20k,卷皮,电子商务,500-2000人,C轮,深圳,经验3-5年,本科及以上,全职,"职位描述
        岗位职责
1. 全面理解业务和数据，跟踪产品版本、竞品、项目、数据，通过数据分析发现问题，提供有效优化策略和针对性的应对方案，解决的业务或流程缺陷
2. 对关键问题，设计和实施数据分析项目，通过统计、数据挖掘建模等数据分析手段，输出有价值的专题分析报告，用数据支持运营、产品、市场决策
3. 需关注用户拉新留存活跃复购营销商品规划等各业务线全流程，持续优化成本，提高转化，提高电商组织效率
4. 为业务部门提供报表进行效果跟踪，检查日常数据是否异常，并进行预警反馈
5. 完成业务部门数据分析需求的调研、分析及实现

岗位要求
1. 大学本科或以上学历，计算机科学、数学、统计等相关专业，3年以上数据分析、BI领域工作经验，可独立完成数据分析项目，英语能力良好，熟悉电商业务；
2. 熟悉至少一种目前主流的数据库（MySQL、Oracle、SQL Server、Teradata等），掌握hive/sql/R/SAS/SPSS等数据提取工具优先；
3. 熟悉互联网电商产品研发流程，具备产品运营策划能力，具有一定的产品设计能力；
4. 具有良好的商业敏感度、业务数据敏感度和优秀的数据分析技能，能够开发创新且实用的分析方法以解决复杂的业务问题。严密的逻辑分析能力，对数据驱动业务有深入理解；
5. 具备高度的责任心及团队精神，愿意接受挑战性的工作，抗压能力强，善于沟通，推动力强，能够及时高效完成任务。",12,20,16.0,电子商务,数据分析
数据分析,10k-20k,猎豹移动,"移动互联网,信息安全",500-2000人,上市公司,北京,经验3-5年,本科及以上,全职,"职位描述
        工作职责：
1、建立良好的产品数据监测和汇报机制：对产品数据进行例行监控，及时发现数据的异常波动，并通过深入分析了解其原因；
2、深入理解产品和用户，基于深度数据分析发现产品问题，评估产品健康度，寻找产品的问题根源，并推动产品改进；
3、优化和改进现有数据统计和报表系统，结合业务需求，建立合理的数据分析模型，并使之体系化； 
4、关注行业动态与国内外的竞争对手，定期输出相关数据分析报告。
任职要求：
1、对数据敏感，能从数据中发现问题、解决问题；
2、敏锐全面的洞察力，清晰缜密的逻辑思维能力，以及独立的分析调研能力；
3、做事主动,执行能力强，沟通能力好，团队合作精神佳；
4、熟练掌握SQL语言，Office办公软件；
5、有丰富数据分析经验；
6、有过移动端产品或数据后台系统相关经验更好。",10,20,15.0,移动互联网,数据分析
数据分析/模型分析,10k-15k,百度外卖,"移动互联网,O2O",2000人以上,不需要融资,北京,经验1-3年,本科及以上,全职,"职位描述
        1、日常运营数据监测
2、运力模型建模与分析
3、站点/商圈城市规划
4、数据分析报告的输出
任职要求：
1、熟练掌握SQL
2、掌握SAS或SPSS
3、精通EXCEL或FINEBI
4、有建模经验",10,15,12.5,移动互联网,数据分析
